3.334506228566169739e-02,4.433613643050193787e-02,9.542157500982283158e-02,1.358970552682876587e-01,3.974526822566986084e-01,1.743276268243789395e-01,1.670101583003997803e-01,5.981669202446937561e-02,1.811931878328323364e-01,1.910975724458694458e-01,2.241640090942382812e-01,2.535275816917419434e-01,1.631324449554085454e-01
2.201691269874572754e-02,2.225301973521709095e-02,9.424633532762527466e-02,9.275181591510772705e-02,3.079060316085815430e-01,1.429589539766311368e-01,8.493262529373168945e-02,6.429303437471389771e-02,1.134862005710601807e-01,1.463867276906967163e-01,1.269739419221878052e-01,1.440261900424957275e-01,1.135193157630662308e-01
2.012807689607143749e-02,1.682869717478751789e-02,7.567825168371200562e-02,1.523749679327011108e-01,2.514398992061614990e-01,1.727194935083389282e-01,8.757504820823669434e-02,2.726830728352069855e-02,9.316754341125486893e-02,1.199403107166290561e-01,1.786677390336990634e-01,1.514959931373596191e-01,1.122736940160393576e-01
1.744875125586986195e-02,1.241340674459934235e-02,1.046260446310043196e-01,2.571087777614592951e-01,2.348355054855346957e-01,2.918491661548614502e-01,5.226351320743561485e-02,3.574981540441513062e-02,7.411255687475203080e-02,1.090429946780204773e-01,1.252876371145248413e-01,8.193810284137725830e-02,1.163896893461545262e-01
1.814345829188824047e-02,1.246616803109645844e-02,8.216748386621475220e-02,1.213906705379485945e-01,2.734925746917725164e-01,1.581717282533645630e-01,9.222312271594999833e-02,3.929107263684273460e-02,1.053278744220733643e-01,1.307293921709060669e-01,2.952378988265991211e-01,8.595486730337142944e-02,1.178830259790023260e-01
3.280273452401161194e-02,2.366822771728038788e-02,1.249677091836929183e-01,2.282486110925674438e-01,4.288123548030853271e-01,2.903591692447662354e-01,8.120993524789810181e-02,5.830296128988265991e-02,9.191342443227767944e-02,1.026013493537902693e-01,1.549607515335083008e-01,7.825989276170730591e-02,1.413422600987056799e-01
7.445161044597625732e-02,5.837210640311241150e-02,1.649474501609802246e-01,2.215957045555114746e-01,4.979866445064545233e-01,3.035129606723784845e-01,1.454620510339736938e-01,1.437290757894515991e-01,1.391825228929519376e-01,1.622197926044464111e-01,3.315351605415344238e-01,1.469188183546066562e-01,1.991594914967814989e-01
1.028375327587127686e-01,8.438308537006378174e-02,4.160093069076538086e-01,6.810736060142517090e-01,1.249889373779296875e+00,8.344765305519104004e-01,1.265840679407119751e-01,1.361045837402343750e-01,1.286342889070510864e-01,1.447362154722213468e-01,2.499379068613052368e-01,4.390264153480529785e-01,3.828077428042889196e-01
2.111687324941158295e-02,1.194005180150270462e-02,7.422128319740295410e-02,7.126543670892715454e-02,2.337633222341536920e-01,9.456535428762435913e-02,8.012139052152633667e-02,5.478201434016228416e-02,9.667102247476577759e-02,1.486291289329528809e-01,1.742654740810394565e-01,1.401660591363906860e-01,1.001256175804883242e-01
3.372014686465264061e-02,1.710331998765468597e-02,1.530835330486297607e-01,1.541128307580947876e-01,3.396592736244201660e-01,1.785507947206497192e-01,1.800705045461654663e-01,7.046109437942504883e-02,1.701048016548156738e-01,1.754984557628631592e-01,2.002310305833816528e-01,2.268720865249633512e-01,1.582889893713096685e-01
1.094098389148712297e-01,6.599354743957519531e-02,1.027929902076721191e+00,1.553921699523925781e+00,1.696946978569030762e+00,1.656065106391906738e+00,1.849153339862823486e-01,9.808956831693647904e-02,3.534216880798339844e-01,4.962486922740935724e-01,2.919800281524658203e-01,3.952015638351439875e-01,6.608436622967323038e-01
3.322791680693626404e-02,2.344620786607265472e-02,1.071861758828163286e-01,2.898866832256317139e-01,2.845702767372131348e-01,2.891749441623687744e-01,1.116178855299949646e-01,6.664633005857467651e-02,9.884309023618698120e-02,1.179695278406143188e-01,2.339141666889190951e-01,6.295844912528993087e-02,1.432868045133849078e-01
3.652653470635413430e-02,2.597054094076156963e-02,2.037816494703292847e-01,3.643881380558013916e-01,3.154023587703704834e-01,3.538050055503845215e-01,7.892557978630065918e-02,5.240816995501518250e-02,8.897836506366729736e-02,8.622858673334123092e-02,2.942935526371002197e-01,1.599865555763244629e-01,1.717245864371458597e-01
2.256824262440204620e-02,2.511871792376041412e-02,7.108300924301147461e-02,1.547776758670806885e-01,2.581954002380371094e-01,1.709862649440765381e-01,1.279319822788238525e-01,1.628088802099227905e-01,5.942092090845107338e-02,1.189294829964637756e-01,2.906737923622131348e-01,5.477131903171538613e-02,1.264388073856631822e-01
